id,filename,emotions,gender,confidence,comment,annotator_culture,annotator_language,emoji,annotator_individuality,intensity
653,na/vid_11.mp4,annoyed,female,3,,north american,english,rollingeyes,3,3
654,na/vid_69.mp4,anger,male,4,,north american,english,angry,3,2
655,na/vid_41.mp4,annoyed,male,3,,north american,english,unamused,3,3
656,na/vid_61.mp4,contempt,female,2,,north american,english,expressionless,3,1
657,na/vid_31.mp4,annoyed,male,3,,north american,english,expressionless,3,1
658,na/vid_81.mp4,furious,male,4,,north american,english,hatred,3,5
659,na/vid_3.mp4,none,female,3,,north american,english,none,3,1
660,na/vid_10_3.mp4,disgust,female,2,,north american,english,unamused,3,3
661,na/vid_35.mp4,disgust,male,3,,north american,english,expressionless,3,1
662,na/vid_77.mp4,furious,female,4,,north american,english,furious,3,4
663,na/vid_53.mp4,disgust,male,4,,north american,english,vomiting,3,2
664,na/vid_87.mp4,furious,male,3,,north american,english,hatred,3,3
665,na/vid_15.mp4,contempt,female,2,,north american,english,unamused,3,3
666,na/vid_43.mp4,disgust,male,3,,north american,english,unamused,3,1
667,na/vid_79.mp4,furious,male,4,,north american,english,furious,3,6
668,na/vid_37.mp4,annoyed,male,4,,north american,english,expressionless,3,1
669,na/vid_29.mp4,annoyed,male,3,,north american,english,neutral,3,1
671,na/vid_73.mp4,furious,male,4,,north american,english,furious,3,6
672,na/vid_17.mp4,annoyed,female,4,,north american,english,unamused,3,3
673,na/vid_23.mp4,annoyed,male,3,,north american,english,skeptical,3,1
674,na/vid_65.mp4,anger,female,4,,north american,english,angry,3,2
675,na/vid_13.mp4,contempt,female,2,,north american,english,unamused,3,1
677,na/vid_39.mp4,disgust,female,3,,north american,english,angry,3,1
678,na/vid_25.mp4,disgust,male,4,,north american,english,expressionless,3,2
679,na/vid_85.mp4,furious,female,3,,north american,english,angry,3,3
680,na/vid_5.mp4,annoyed,male,3,,north american,english,expressionless,3,1
681,na/vid_47.mp4,disgust,male,4,,north american,english,weary,3,3
682,na/vid_83.mp4,anger,female,3,,north american,english,angry,3,1
683,na/vid_49.mp4,disgust,male,3,,north american,english,nauseated,3,1
685,na/vid_63.mp4,annoyed,female,3,,north american,english,angry,3,3
686,na/vid_7.mp4,annoyed,male,4,,north american,english,unamused,3,1
688,na/vid_27.mp4,disgust,male,4,,north american,english,rollingeyes,3,3
689,na/vid_55.mp4,disgust,female,4,,north american,english,weary,3,3
690,na/vid_9.mp4,annoyed,female,4,,north american,english,unamused,3,3
691,na/vid_1.mp4,none,female,2,,north american,english,none,3,0
692,na/vid_33.mp4,none,male,3,,north american,english,skeptical,3,1
693,na/vid_59.mp4,disgust,female,2,,north american,english,skeptical,3,1
694,na/vid_19.mp4,annoyed,male,2,,north american,english,unamused,3,0
695,na/vid_21.mp4,contempt,male,4,,north american,english,neutral,3,3
696,na/vid_57.mp4,disgust,female,4,,north american,english,vomiting,3,6
698,na/vid_68.mp4,"anger,annoyed,hatred,furious",female,5,,north american,english,furious,4,6
699,na/vid_64.mp4,"annoyed,furious",female,5,,north american,english,hatred,4,6
700,na/vid_52.mp4,none,female,2,More like - a sigh of relief ,north american,english,weary,4,2
701,na/vid_58.mp4,disgust,female,4,,north american,english,"vomiting,nauseated",4,2
702,na/vid_12.mp4,none,female,4,Reflective ,north american,english,none,4,0
703,na/vid_42.mp4,disgust,male,4,,north american,english,nauseated,4,2
705,na/vid_60.mp4,disgust,female,5,,north american,english,"vomiting,nauseated",4,4
706,na/vid_72.mp4,"hatred,furious",female,5,,north american,english,furious,4,6
707,na/vid_22.mp4,annoyed,male,4,,north american,english,rollingeyes,4,1
708,na/vid_34.mp4,none,male,3,,north american,english,neutral,4,0
709,na/vid_24.mp4,annoyed,male,4,,north american,english,unamused,4,0
710,na/vid_70.mp4,hatred,female,5,,north american,english,furious,4,4
711,na/vid_86.mp4,furious,female,5,,north american,english,furious,4,1
712,na/vid_76.mp4,anger,female,5,,north american,english,furious,4,6
713,na/vid_18.mp4,none,female,2,,north american,english,none,4,0
714,na/vid_38.mp4,annoyed,female,4,,north american,english,"unamused,rollingeyes",4,1
715,na/vid_82.mp4,furious,female,4,,north american,english,"hatred,furious",4,4
716,na/vid_2.mp4,annoyed,male,2,,north american,english,"expressionless,unamused",4,1
717,na/vid_14.mp4,annoyed,female,4,,north american,english,unamused,4,1
718,na/vid_4.mp4,"contempt,annoyed",male,4,,north american,english,unamused,4,1
719,na/vid_40.mp4,annoyed,female,4,,north american,english,"unamused,furious",4,2
720,na/vid_54.mp4,disgust,male,4,,north american,english,vomiting,4,3
721,na/vid_6.mp4,annoyed,male,4,,north american,english,"expressionless,unamused",4,2
722,na/vid_48.mp4,disgust,male,4,,north american,english,vomiting,4,2
723,na/vid_10_1.mp4,contempt,female,4,,north american,english,expressionless,4,0
724,na/vid_84.mp4,annoyed,female,5,,north american,english,angry,4,3
725,na/vid_8.mp4,contempt,male,4,,north american,english,unamused,4,0
726,na/vid_30.mp4,contempt,male,4,,north american,english,angry,4,1
727,na/vid_78.mp4,anger,male,4,,north american,english,furious,4,5
728,na/vid_74.mp4,anger,male,5,,north american,english,furious,4,6
729,na/vid_10_2.mp4,disgust,female,4,,north american,english,unamused,4,1
730,na/vid_20.mp4,none,female,4,,north american,english,skeptical,4,0
731,na/vid_16.mp4,contempt,female,4,,north american,english,unamused,4,0
732,na/vid_36.mp4,none,female,4,,north american,english,neutral,4,0
733,na/vid_32.mp4,none,male,4,,north american,english,smirk,4,0
734,na/vid_56.mp4,annoyed,female,4,,north american,english,"unamused,rollingeyes",4,1
735,na/vid_50.mp4,disgust,male,5,,north american,english,nauseated,4,1
736,na/vid_44.mp4,disgust,male,4,,north american,english,nauseated,4,1
737,na/vid_66.mp4,anger,male,5,,north american,english,furious,4,6
738,na/vid_26.mp4,none,male,5,,north american,english,neutral,4,0
739,na/vid_62.mp4,contempt,female,5,,north american,english,unamused,4,1
740,na/vid_80.mp4,anger,male,4,,north american,english,furious,4,6
853,na/vid_5.mp4,none,male,4,,north american,english,neutral,2,0
854,na/vid_75.mp4,disgust,female,4,,north american,english,rollingeyes,2,1
855,na/vid_67.mp4,anger,male,5,,north american,english,furious,2,6
856,na/vid_51.mp4,disgust,female,5,not in relation to a person but reaction to the flavour/scent/taste of drink,north american,english,vomiting,2,0
857,na/vid_39.mp4,contempt,female,4,,north american,english,skeptical,2,2
858,na/vid_79.mp4,anger,male,5,,north american,english,furious,2,6
859,na/vid_17.mp4,annoyed,female,4,,north american,english,rollingeyes,2,2
887,na/vid_61.mp4,disgust,female,4,,north american,english,unamused,2,1
888,na/vid_13.mp4,disgust,female,4,,north american,english,rollingeyes,2,1
889,na/vid_23.mp4,none,male,3,clip is to short with too many actors involved,north american,english,expressionless,2,0
890,na/vid_1.mp4,none,female,3,,north american,english,neutral,2,0
891,na/vid_65.mp4,anger,female,4,,north american,english,angry,2,4
892,na/vid_43.mp4,annoyed,male,4,,north american,english,rollingeyes,2,0
893,na/vid_10_3.mp4,annoyed,female,4,,north american,english,expressionless,2,0
894,na/vid_19.mp4,contempt,male,4,also smug,north american,english,skeptical,2,1
895,na/vid_77.mp4,anger,female,4,equal parts upset and anger,north american,english,angry,2,3
896,na/vid_9.mp4,annoyed,female,4,,north american,english,rollingeyes,2,1
897,na/vid_7.mp4,annoyed,male,4,focused on guy on the left,north american,english,unamused,2,1
898,na/vid_81.mp4,anger,male,5,,north american,english,furious,2,5
899,na/vid_85.mp4,annoyed,female,5,,north american,english,angry,2,3
900,na/vid_53.mp4,disgust,male,5,,north american,english,nauseated,2,2
901,na/vid_11.mp4,none,female,4,more confused/bewildered than contemptuous,north american,english,skeptical,2,0
902,na/vid_55.mp4,disgust,female,4,,north american,english,skeptical,2,1
903,na/vid_15.mp4,contempt,female,4,and smug,north american,english,unamused,2,0
904,na/vid_41.mp4,none,male,4,confused,north american,english,none,2,1
906,na/vid_33.mp4,none,male,4,questioning,north american,english,none,2,0
907,na/vid_73.mp4,furious,male,5,,north american,english,furious,2,6
908,na/vid_83.mp4,contempt,female,4,,north american,english,angry,2,1
909,na/vid_57.mp4,disgust,female,5,,north american,english,vomiting,2,4
910,na/vid_87.mp4,anger,male,4,,north american,english,hatred,2,4
911,na/vid_47.mp4,disgust,male,5,,north american,english,nauseated,2,1
912,na/vid_49.mp4,disgust,male,5,,north american,english,nauseated,2,1
913,na/vid_21.mp4,none,male,4,confused,north american,english,skeptical,2,0
914,na/vid_45.mp4,disgust,male,4,,north american,english,nauseated,2,1
915,na/vid_29.mp4,none,male,3,,north american,english,expressionless,2,0
916,na/vid_69.mp4,annoyed,male,4,frustrated,north american,english,angry,2,1
917,na/vid_25.mp4,contempt,male,4,focus on black shirt guy,north american,english,unamused,2,1
918,na/vid_59.mp4,disgust,female,4,,north american,english,unamused,2,0
919,na/vid_63.mp4,contempt,female,4,,north american,english,rollingeyes,2,2
920,na/vid_3.mp4,contempt,female,4,,north american,english,rollingeyes,2,1
921,na/vid_35.mp4,none,male,3,he looks unsure/insecure,north american,english,none,2,0
922,na/vid_27.mp4,none,male,3,second guessing,north american,english,none,2,0
923,na/vid_37.mp4,disgust,male,4,,north american,english,unamused,2,0
924,na/vid_31.mp4,none,male,4,,north american,english,neutral,2,0
925,na/vid_51.mp4,disgust,female,5,,north american,english,"vomiting,nauseated",2,5
926,na/vid_19.mp4,contempt,male,3,,north american,english,smirk,2,2
927,na/vid_61.mp4,"anger,hatred",female,5,,north american,english,"hatred,furious",2,3
928,na/vid_37.mp4,anger,male,4,,north american,english,angry,2,2
929,na/vid_85.mp4,"anger,annoyed",female,4,,north american,english,angry,2,2
930,na/vid_29.mp4,annoyed,male,2,,north american,english,triumph,2,1
931,na/vid_55.mp4,disgust,female,4,,north american,english,"nauseated,weary",2,3
932,na/vid_65.mp4,"anger,contempt,furious",female,4,,north american,english,"furious,triumph",2,4
933,na/vid_75.mp4,annoyed,female,4,,north american,english,triumph,2,4
934,na/vid_5.mp4,contempt,male,5,,north american,english,"neutral,expressionless",2,4
935,na/vid_47.mp4,disgust,male,5,,north american,english,"nauseated,weary",2,5
936,na/vid_31.mp4,none,male,5,,north american,english,smirk,2,0
937,na/vid_27.mp4,contempt,male,4,,north american,english,smirk,2,1
938,na/vid_39.mp4,"contempt,annoyed",female,4,,north american,english,"expressionless,triumph",2,1
939,na/vid_57.mp4,disgust,female,5,,north american,english,vomiting,2,6
940,na/vid_77.mp4,"anger,furious",female,5,,north american,english,furious,2,6
941,na/vid_7.mp4,annoyed,male,5,,north american,english,expressionless,2,0
942,na/vid_83.mp4,none,female,4,,north american,english,none,2,0
943,na/vid_33.mp4,contempt,male,5,,north american,english,skeptical,2,0
944,na/vid_41.mp4,disgust,female,4,,north american,english,"neutral,nauseated",2,1
945,na/vid_69.mp4,annoyed,male,4,,north american,english,"unamused,weary",2,2
946,na/vid_23.mp4,contempt,male,4,,north american,english,smirk,2,0
947,na/vid_25.mp4,none,male,5,,north american,english,neutral,2,0
948,na/vid_53.mp4,disgust,male,5,,north american,english,vomiting,2,6
949,na/vid_43.mp4,"contempt,disgust",male,5,,north american,english,"nauseated,weary",2,3
950,na/vid_10_3.mp4,contempt,female,4,,north american,english,expressionless,2,2
951,na/vid_45.mp4,disgust,male,5,,north american,english,nauseated,2,2
952,na/vid_17.mp4,"contempt,annoyed",female,5,,north american,english,neutral,2,0
953,na/vid_79.mp4,"anger,furious",male,5,,north american,english,"hatred,furious",2,6
954,na/vid_49.mp4,disgust,male,5,,north american,english,nauseated,2,4
955,na/vid_35.mp4,contempt,male,4,,north american,english,"skeptical,smirk",2,3
956,na/vid_15.mp4,none,female,5,,north american,english,skeptical,2,0
957,na/vid_59.mp4,disgust,female,5,,north american,english,unamused,2,1
958,na/vid_81.mp4,"anger,furious",male,5,,north american,english,"hatred,furious",2,6
